Timestep,C7,LANK,LASI,LBiceps,LClavicle,LD1M,LElbow,LForearm,LHEE,LKNE,LLCA,LMAnkle,LMElbow,LMKnee,LMT5,LPSI,LSH1,LSH2,LSH3,LSTL,LShoulder,LTH1,LTH2,LTH3,LTHI,LTIB,LTOE,LWrist,RANK,RASI,RBiceps,RD1M,RElbow,RForearm,RHEE,RKNE,RLCA,RMAnkle,RMElbow,RMKnee,RMT5,RPSI,RSH1,RSH2,RSTL,RShoulder,RTH1,RTH2,RTH3,RTHI,RTIB,RTOE,RWrist
425,0.0312789,0.0139255,0.0356015,0.0130235,0.0369682,0.0030866,0.0233794,0.0112521,0.0130912,0.0141936,0.0245688,0.00907803,0.0132854,0,0.0171112,0.0736379,0.0123361,0.0157008,0.0144022,0.00896662,0.0217671,0.0164905,0.0230792,0.0214904,0.0166118,0.0155904,0.00655674,0.00737612,0.0137255,0.0262503,0.0089713,0.0216674,0.014636,0.00863067,0.00533932,0.0153253,0.0199993,0.0114107,0.020354,0,0.0170576,0.0580507,0.0130555,0.0100914,0.0134744,0.0221457,0.00244387,0.0107399,0.00548762,0.00250381,0.0142239,0.0196585,0.0148046
426,0.0312848,0.0140043,0.0357527,0.0127799,0.0368762,0.00293309,0.0232476,0.0110943,0.013257,0.0143845,0.0248722,0.00924983,0.013344,0,0.0173635,0.0736584,0.0126281,0.0160246,0.0147066,0.00894707,0.0216225,0.0164405,0.0229686,0.0214035,0.0165294,0.0158574,0.00664259,0.00728868,0.0141032,0.0261432,0.00892983,0.0218605,0.0148075,0.00859368,0.00547554,0.0153024,0.0202889,0.011576,0.0202963,0,0.0168049,0.0580811,0.0130931,0.0102114,0.0137436,0.0220709,0.00251285,0.0108389,0.00558035,0.00249732,0.0142693,0.0197381,0.0147481
427,0.0312794,0.0140886,0.0358863,0.0125626,0.0367773,0.00279562,0.0231185,0.0109631,0.0134253,0.0145746,0.0251729,0.00942568,0.0133807,0,0.017619,0.0736771,0.0129124,0.0163401,0.0150046,0.00893376,0.0214995,0.0163809,0.0228496,0.021309,0.0164369,0.0161171,0.00673516,0.00721303,0.0144795,0.0260305,0.00888881,0.0220399,0.014957,0.00855808,0.00562262,0.0152848,0.0205743,0.0117511,0.0202293,0,0.0165371,0.0581152,0.0131276,0.0103305,0.0140106,0.022026,0.00261018,0.0109304,0.00567001,0.00249516,0.0143095,0.019807,0.0146933
428,0.031183,0.0141441,0.0358755,0.0125522,0.0366253,0.00270485,0.0229861,0.0110339,0.013584,0.014729,0.0254266,0.00960042,0.0132548,0,0.0178502,0.0736748,0.013123,0.0165876,0.0152418,0.00894721,0.0215587,0.0162485,0.022668,0.0211496,0.016269,0.016304,0.00680803,0.00721754,0.0148506,0.025892,0.00882405,0.0222279,0.0149109,0.0085122,0.00577166,0.0153129,0.02087,0.0119221,0.0200845,0,0.0162534,0.0581602,0.0131734,0.0104695,0.0142733,0.022187,0.00278836,0.0109531,0.0057044,0.00240773,0.0143543,0.0198941,0.0146487
429,0.0310731,0.0142008,0.0358474,0.0125689,0.0364648,0.00262227,0.0228538,0.0111333,0.0137409,0.0148822,0.0256755,0.00977404,0.0131069,0,0.0180799,0.0736692,0.0133248,0.0168266,0.0154708,0.00896151,0.0216387,0.0161061,0.0224776,0.0209823,0.0160913,0.0164824,0.00688269,0.0072351,0.0152203,0.0257506,0.0087597,0.022403,0.0148449,0.00846767,0.00592746,0.0153491,0.0211611,0.0121039,0.0199283,0,0.0159574,0.0582075,0.0132192,0.0106094,0.0145342,0.0223744,0.00298195,0.0109715,0.00574051,0.00232507,0.0143958,0.0199721,0.0146056
430,0.0310163,0.0142884,0.0359089,0.012458,0.0363344,0.0025272,0.022725,0.0111109,0.013906,0.0150627,0.0259575,0.00995178,0.0130549,0,0.0183322,0.0736757,0.0135736,0.017107,0.0157372,0.00895895,0.021601,0.0160078,0.0223241,0.020855,0.0159596,0.0167075,0.00698195,0.00720233,0.0155918,0.0256213,0.00870987,0.0225462,0.0149039,0.00842868,0.00609495,0.0153574,0.0214359,0.0123075,0.0198175,0,0.015651,0.0582509,0.0132514,0.0107314,0.0147944,0.0224391,0.00314256,0.011037,0.00582091,0.00232429,0.014424,0.0200172,0.0145537
431,0.0310144,0.01441,0.0360595,0.0122188,0.0362352,0.00243297,0.0226021,0.0109657,0.0140826,0.0152698,0.026274,0.0101377,0.0130983,0,0.01861,0.0736949,0.0138694,0.0174287,0.0160414,0.00894389,0.021446,0.0159546,0.0222082,0.020768,0.0158746,0.0169797,0.00710956,0.00711885,0.0159638,0.0255033,0.00867359,0.0226577,0.0150857,0.00839571,0.00627316,0.0153357,0.021695,0.0125319,0.0197537,0,0.0153349,0.0582912,0.0132686,0.0108341,0.0150534,0.0223835,0.00327544,0.0111481,0.00594316,0.00240637,0.0144371,0.0200289,0.0144929
432,0.0310012,0.014535,0.0361927,0.0120063,0.0361291,0.00236438,0.0224817,0.010848,0.0142598,0.0154754,0.0265863,0.0103263,0.0131194,0,0.0188889,0.0737111,0.0141563,0.0177413,0.0163381,0.00893727,0.021312,0.0158921,0.0220844,0.0206732,0.0157806,0.0172433,0.00724247,0.00704835,0.0163332,0.025382,0.00863752,0.0227568,0.0152452,0.00836479,0.00645401,0.0153185,0.02195,0.0127654,0.0196804,0,0.0150092,0.0583346,0.013284,0.0109353,0.0153093,0.0223573,0.00342588,0.0112543,0.00606553,0.00249685,0.0144446,0.0200314,0.0144338
433,0.0308928,0.0146226,0.0361833,0.0120033,0.0359663,0.00232187,0.0223537,0.0109361,0.0144191,0.0156475,0.0268467,0.0105046,0.0129788,0,0.0191354,0.073704,0.0143672,0.017985,0.0165713,0.00895345,0.0213581,0.015756,0.0218969,0.0205139,0.0156095,0.0174326,0.00734548,0.00705914,0.0166976,0.0252412,0.00858022,0.0228661,0.0152149,0.00832408,0.00662909,0.0153506,0.0222144,0.0129966,0.0195247,0,0.0146748,0.0583853,0.0133158,0.0110586,0.0155593,0.0225295,0.00363324,0.0112986,0.00614333,0.00250899,0.0144603,0.0200542,0.0143861
434,0.0307704,0.0147096,0.0361565,0.0120284,0.0357948,0.00229069,0.0222257,0.0110539,0.014575,0.0158184,0.0271007,0.0106818,0.0128162,0,0.0193794,0.0736923,0.0145682,0.018219,0.0167948,0.00897396,0.0214246,0.0156104,0.0217008,0.0203468,0.0154282,0.0176125,0.00744927,0.00708303,0.0170609,0.0250998,0.00852439,0.0229644,0.0151654,0.00828513,0.00680523,0.0153894,0.0224753,0.0132379,0.0193563,0,0.0143348,0.0584376,0.0133486,0.0111824,0.015806,0.0227283,0.00384865,0.0113413,0.00622636,0.00253367,0.0144722,0.0200703,0.0143403
435,0.0307044,0.0148313,0.036219,0.0119252,0.0356561,0.00227824,0.0221043,0.0110487,0.0147428,0.0160149,0.0273895,0.0108695,0.0127486,0,0.0196506,0.073693,0.0148156,0.0184929,0.0170561,0.00898816,0.0213744,0.0155106,0.0215432,0.0202212,0.015296,0.0178381,0.00758488,0.00705681,0.0174256,0.0249703,0.00848126,0.0230336,0.0152364,0.0082521,0.00698838,0.0153948,0.0227225,0.013498,0.0192357,0,0.0139909,0.0584867,0.0133667,0.0112858,0.0160518,0.0228092,0.004036,0.0114303,0.00635062,0.00263735,0.0144679,0.0200556,0.014285
436,0.0306966,0.0149906,0.0363702,0.0116933,0.0355528,0.00230152,0.0219914,0.01092,0.0149248,0.0162372,0.0277144,0.0110713,0.0127758,0,0.0199511,0.0737066,0.0151097,0.018807,0.0173558,0.00899942,0.0212077,0.0154581,0.0214249,0.0201377,0.0152137,0.0181093,0.0077559,0.00698009,0.0177909,0.0248513,0.00845073,0.0230742,0.0154266,0.00822573,0.00717788,0.0153644,0.0229561,0.0137762,0.0191649,0,0.0136443,0.0585334,0.0133692,0.0113674,0.0162961,0.0227748,0.00419833,0.0115638,0.00651344,0.00281171,0.014446,0.0200101,0.0142201
437,0.030677,0.0151514,0.0365041,0.0114892,0.0354433,0.00235477,0.0218799,0.0108202,0.0151056,0.016458,0.0280338,0.0112751,0.0127811,0,0.0202515,0.073716,0.0153939,0.0191109,0.0176467,0.00901896,0.0210615,0.0153974,0.021299,0.0200471,0.0151239,0.0183708,0.00793084,0.00691654,0.0181548,0.0247311,0.00842129,0.0231052,0.0155956,0.0082019,0.00736563,0.0153368,0.0231868,0.0140625,0.0190836,0,0.0132965,0.0585821,0.0133713,0.0114477,0.0165364,0.0227695,0.00437107,0.0116952,0.00667921,0.00298871,0.0144185,0.0199584,0.0141575
438,0.0305581,0.0152659,0.036497,0.0114968,0.0352726,0.00239859,0.0217571,0.0109289,0.0152607,0.0166461,0.0282968,0.0114613,0.0126255,0,0.020512,0.0737002,0.015601,0.0193448,0.0178715,0.00905067,0.0210941,0.0152624,0.0211088,0.0198911,0.0149543,0.0185565,0.00806631,0.00693513,0.0185149,0.0245977,0.00837243,0.0231483,0.0155806,0.00816893,0.0075436,0.0153606,0.0234273,0.0143471,0.0189153,0,0.0129494,0.0586359,0.0133947,0.011552,0.0167692,0.0229545,0.00458462,0.0117709,0.00680878,0.00309712,0.014403,0.0199308,0.014107
439,0.0304254,0.0153779,0.0364729,0.0115329,0.0350931,0.00245267,0.0216338,0.0110676,0.0154103,0.0168328,0.0285519,0.0116465,0.0124483,0,0.0207687,0.073679,0.0157971,0.0195676,0.0180861,0.00908502,0.021147,0.0151187,0.0209101,0.019728,0.0147755,0.0187317,0.00820198,0.00696777,0.0188745,0.0244664,0.00832529,0.0231834,0.0155464,0.00813867,0.00772027,0.015389,0.0236663,0.0146392,0.0187337,0,0.0126057,0.0586904,0.0134212,0.0116563,0.0169978,0.0231647,0.00480182,0.0118471,0.00694476,0.00321352,0.0143844,0.0198999,0.0140587
440,0.0303525,0.0155287,0.0365375,0.0114405,0.0349507,0.00255196,0.0215193,0.0110831,0.0155752,0.017044,0.0288424,0.011848,0.0123654,0,0.0210564,0.0736703,0.0160389,0.0198296,0.0183387,0.00911987,0.0210837,0.0150234,0.0207522,0.0196078,0.0146491,0.0189513,0.00837568,0.00695071,0.0192359,0.0243455,0.00829005,0.0231932,0.0156296,0.00811463,0.00790185,0.0153784,0.023894,0.0149461,0.0186027,0,0.0122672,0.0587426,0.0134328,0.0117389,0.017225,0.0232624,0.00499429,0.0119681,0.00711767,0.00338999,0.0143473,0.0198421,0.0140004
441,0.0303412,0.0157197,0.0366908,0.0112195,0.0348477,0.00270657,0.0214153,0.0109744,0.0157576,0.0172793,0.0291697,0.0120681,0.0123761,0,0.0213777,0.0736749,0.0163268,0.0201308,0.0186297,0.00915924,0.0209046,0.0149784,0.0206363,0.0195319,0.0145774,0.0192153,0.00859005,0.00688328,0.0195983,0.0242341,0.00826623,0.0231789,0.0158279,0.00809754,0.00808692,0.0153259,0.0241106,0.0152664,0.0185244,0,0.0119344,0.058793,0.0134278,0.0117976,0.01745,0.0232505,0.00516501,0.012133,0.00732463,0.00361836,0.0142901,0.0197577,0.0139324
442,0.0303185,0.0159097,0.0368274,0.0110271,0.0347389,0.00287831,0.0213122,0.010895,0.0159366,0.0175133,0.0294901,0.0122902,0.0123644,0,0.0216975,0.0736748,0.0166037,0.0204208,0.0189108,0.00920636,0.020746,0.0149273,0.0205141,0.0194501,0.0144995,0.0194688,0.00880649,0.00682974,0.0199593,0.0241238,0.00824359,0.0231587,0.0160049,0.00808399,0.0082683,0.0152745,0.024326,0.0155914,0.018435,0,0.0116088,0.0588453,0.013425,0.0118547,0.0176693,0.0232665,0.00534108,0.0122982,0.00753523,0.00384437,0.0142284,0.0196717,0.0138666
443,0.0301933,0.0160457,0.0368236,0.0110477,0.0345645,0.0030033,0.0211939,0.0110259,0.0160824,0.0177157,0.0297497,0.0124891,0.0121942,0,0.0219704,0.073647,0.0168021,0.0206398,0.0191236,0.00925701,0.0207655,0.0147992,0.0203253,0.0193017,0.0143383,0.0196457,0.00897487,0.00685899,0.0203171,0.0240069,0.00820373,0.0231542,0.0160036,0.00806156,0.00843922,0.0152765,0.0245516,0.0159115,0.0182521,0,0.0112922,0.0589003,0.0134484,0.0119385,0.0178792,0.0234652,0.00554659,0.0124121,0.00771503,0.00401092,0.0141838,0.0196146,0.0138138
444,0.0300545,0.0161773,0.0368041,0.0110981,0.0343816,0.00313126,0.0210749,0.0111875,0.016221,0.0179159,0.0300004,0.0126867,0.0120031,0,0.0222381,0.0736127,0.0169887,0.0208469,0.019325,0.0093112,0.0208061,0.0146635,0.0201284,0.0191466,0.0141684,0.0198108,0.00914235,0.00690218,0.0206737,0.0238943,0.00816635,0.0231459,0.0159845,0.00804258,0.00860767,0.0152808,0.024777,0.0162348,0.0180546,0,0.0109864,0.0589554,0.0134768,0.0120232,0.0180838,0.0236881,0.00575283,0.0125273,0.00790016,0.00417943,0.0141376,0.0195589,0.0137632
445,0.0299793,0.0163492,0.0368735,0.0110205,0.0342404,0.0033136,0.0209669,0.0112251,0.016378,0.0181393,0.0302872,0.0129048,0.0119045,0,0.0225401,0.0735916,0.0172207,0.021092,0.0195643,0.00937341,0.0207315,0.0145805,0.0199748,0.0190367,0.0140563,0.0200195,0.00935223,0.00689563,0.0210305,0.0237904,0.00813983,0.0231179,0.0160784,0.00803067,0.00877931,0.0152401,0.0249936,0.0165669,0.0179115,0,0.0106918,0.0590091,0.0134899,0.0120838,0.0182861,0.0238032,0.00593759,0.0126862,0.00811677,0.00439245,0.0140714,0.0194815,0.013703
446,0.0299697,0.0165633,0.037031,0.0108146,0.0341443,0.00355476,0.0208709,0.0111386,0.0165554,0.0183858,0.0306114,0.0131456,0.0118967,0,0.0228789,0.0735845,0.0174981,0.021375,0.0198423,0.00944774,0.0205416,0.014552,0.0198663,0.0189739,0.0140048,0.0202715,0.0096065,0.00683899,0.0213876,0.0236944,0.00812258,0.0230711,0.0162829,0.00802562,0.00895417,0.0151524,0.0252012,0.016906,0.017825,0,0.0104084,0.0590619,0.0134855,0.0121191,0.0184857,0.0238134,0.00610337,0.0128873,0.00836277,0.00464631,0.0139833,0.0193831,0.0136329
447,0.0299494,0.0167739,0.0371726,0.0106385,0.0340428,0.0037998,0.0207749,0.011082,0.0167276,0.0186302,0.0309269,0.0133869,0.011867,0,0.023215,0.0735718,0.0177633,0.021646,0.0201094,0.00952927,0.0203724,0.0145188,0.019752,0.0189055,0.013948,0.0205115,0.00986097,0.00679676,0.0217424,0.0236016,0.00810698,0.0230235,0.016467,0.00802412,0.00912531,0.0150632,0.0254081,0.017244,0.0177266,0,0.0101371,0.0591158,0.0134846,0.0121538,0.0186789,0.0238507,0.00627197,0.013089,0.00861155,0.00489609,0.0138923,0.0192888,0.0135658
448,0.0298226,0.0169235,0.0371755,0.0106768,0.03387,0.00397599,0.0206604,0.011236,0.0168604,0.0188433,0.0311774,0.0135994,0.0116825,0,0.0234973,0.0735287,0.0179487,0.0218453,0.0203058,0.00960439,0.0203823,0.0144063,0.0195688,0.0187694,0.0138039,0.0206742,0.01006,0.00683819,0.022092,0.0235077,0.00807778,0.0229958,0.0164792,0.00801579,0.00928507,0.0150292,0.0256244,0.0175723,0.0175278,0,0.00987962,0.0591702,0.013514,0.0122185,0.018861,0.0240625,0.0064601,0.0132417,0.00883124,0.00509115,0.0138237,0.0192278,0.0135124
449,0.0296832,0.0170664,0.0371628,0.0107449,0.0336887,0.00414902,0.0205448,0.0114206,0.016985,0.0190538,0.0314174,0.0138097,0.011478,0,0.0237736,0.0734792,0.0181212,0.0220316,0.0204897,0.00968505,0.0204134,0.0142867,0.0193783,0.0186275,0.0136522,0.0208245,0.0102564,0.00689424,0.0224381,0.0234192,0.00805211,0.0229699,0.0164742,0.0080123,0.00944194,0.0149956,0.0258408,0.0178975,0.0173127,0,0.00963564,0.059224,0.0135493,0.0122848,0.0190369,0.024298,0.00664632,0.0133954,0.00905305,0.00528379,0.0137555,0.0191735,0.0134618
450,0.029612,0.0172511,0.0372384,0.0106858,0.0335551,0.0043795,0.0204416,0.0114817,0.0171299,0.0192864,0.0316942,0.0140429,0.0113641,0,0.0240871,0.0734436,0.0183381,0.0222549,0.0207123,0.00978687,0.0203299,0.0142241,0.0192351,0.0185339,0.0135639,0.0210176,0.0104974,0.00690001,0.0227818,0.023338,0.00803478,0.0229303,0.0165779,0.00801559,0.00960241,0.0149129,0.0260486,0.0182249,0.0171557,0,0.00940395,0.059277,0.0135676,0.0123259,0.0192105,0.0244305,0.00681482,0.0135906,0.0093015,0.0055135,0.0136656,0.019103,0.0134011
451,0.0296111,0.0174788,0.0374024,0.0105,0.0334719,0.00466928,0.0203522,0.0114186,0.017297,0.0195411,0.0320088,0.0143003,0.0113384,0,0.0244395,0.0734225,0.0185998,0.0225155,0.0209735,0.0099158,0.0201323,0.0142216,0.0191407,0.0184899,0.0135418,0.0212527,0.010785,0.00685585,0.0231227,0.0232628,0.00802434,0.0228784,0.0167875,0.00802437,0.00976611,0.0147786,0.0262472,0.0185538,0.0170594,0,0.00918374,0.0593303,0.0135673,0.0123409,0.0193816,0.0244628,0.0069694,0.0138265,0.00957577,0.00577926,0.013553,0.019018,0.0133305
452,0.0296003,0.0177005,0.0375509,0.0103449,0.0333842,0.00495608,0.0202621,0.0113851,0.0174577,0.0197931,0.0323128,0.014556,0.0112918,0,0.0247874,0.0733955,0.0188486,0.022763,0.0212225,0.0100616,0.0199567,0.0142153,0.019041,0.0184413,0.0135158,0.0214747,0.0110708,0.00682648,0.0234585,0.0231918,0.0080159,0.0228313,0.0169771,0.00803713,0.00992541,0.0146415,0.0264441,0.0188766,0.0169498,0,0.00897566,0.059384,0.0135709,0.0123563,0.0195458,0.0245208,0.00712513,0.0140622,0.00985055,0.00604082,0.0134401,0.0189417,0.0132628
453,0.0294794,0.0178553,0.0375624,0.0104038,0.0332195,0.00516431,0.0201503,0.0115615,0.017574,0.0200137,0.032548,0.014777,0.0110962,0,0.0250759,0.0733371,0.0190165,0.0229378,0.0213985,0.0102013,0.0199612,0.0141267,0.018869,0.0183226,0.0133976,0.0216183,0.0112943,0.0068815,0.0237863,0.0231249,0.00799891,0.0228082,0.0170018,0.0080473,0.0100736,0.0145625,0.0266493,0.019185,0.0167326,0,0.0087814,0.059435,0.0136073,0.0124051,0.0196985,0.0247456,0.00729102,0.0142495,0.0100956,0.00624876,0.0133548,0.0189015,0.013211
454,0.0293465,0.0180013,0.0375591,0.0104931,0.0330463,0.00536645,0.0200365,0.011768,0.0176811,0.0202315,0.0327709,0.0149935,0.0108823,0,0.0253568,0.0732717,0.0191711,0.0230986,0.0215618,0.0103492,0.0199879,0.0140323,0.0186904,0.0181986,0.0132726,0.021749,0.0115131,0.00695113,0.0241078,0.0230646,0.00798643,0.0227918,0.0170101,0.00806343,0.0102189,0.0144834,0.026853,0.0194864,0.0164984,0,0.00860024,0.0594847,0.0136499,0.0124562,0.0198453,0.0249925,0.00745369,0.0144362,0.0103401,0.00645214,0.0132714,0.0188722,0.0131636
455,0.0292867,0.0181897,0.0376441,0.0104562,0.0329265,0.00562607,0.0199368,0.0118506,0.0178107,0.0204698,0.0330306,0.0152336,0.0107562,0,0.0256766,0.0732215,0.0193691,0.0232959,0.0217633,0.0105215,0.0199007,0.0139999,0.0185629,0.0181257,0.0132172,0.0219214,0.0117781,0.00697052,0.0244244,0.0230093,0.00797909,0.0227684,0.0171221,0.00808415,0.010367,0.0143511,0.0270467,0.0197866,0.0163257,0,0.00842911,0.0595344,0.0136727,0.0124812,0.0199906,0.0251406,0.0076047,0.0146619,0.010608,0.00669065,0.0131657,0.018832,0.0131059
456,0.0293021,0.0184212,0.0378171,0.0102947,0.0328634,0.00594403,0.0198514,0.0118091,0.0179649,0.0207295,0.0333285,0.0154976,0.0107154,0,0.0260366,0.0731868,0.0196109,0.0235299,0.0220033,0.0107163,0.0197,0.0140322,0.0184888,0.018106,0.0132342,0.0221354,0.0120909,0.00694002,0.0247355,0.0229576,0.00797496,0.0227388,0.0173345,0.00810783,0.0105176,0.014164,0.0272301,0.0200853,0.0162178,0,0.00826715,0.0595843,0.0136746,0.0124798,0.0201351,0.0251924,0.00774783,0.0149265,0.0108987,0.00696427,0.0130364,0.0187815,0.0130367
457,0.0293085,0.018644,0.0379752,0.0101648,0.0327962,0.00625605,0.0197646,0.0117972,0.0181113,0.0209864,0.0336147,0.0157568,0.010655,0,0.0263902,0.0731464,0.0198394,0.0237505,0.0222304,0.0109041,0.0195223,0.0140617,0.0184103,0.0180832,0.013248,0.0223358,0.0123992,0.00692402,0.0250385,0.0229116,0.00797338,0.0227183,0.0175276,0.00813626,0.0106644,0.0139748,0.027411,0.020375,0.0160959,0,0.00811563,0.0596336,0.0136805,0.01248,0.0202735,0.0252684,0.00789151,0.0151893,0.0111879,0.00723303,0.0129085,0.018743,0.0129711
458,0.0292004,0.0187955,0.0379975,0.0102471,0.0326458,0.00648462,0.0196543,0.0119942,0.0182085,0.0212113,0.0338285,0.0159752,0.0104531,0,0.0266791,0.0730734,0.0199863,0.0238976,0.0223835,0.0110448,0.0195262,0.0140051,0.0182558,0.0179872,0.0131644,0.022458,0.0126394,0.00699316,0.0253305,0.0228737,0.00797071,0.0227244,0.017563,0.00816831,0.0108002,0.0138473,0.0275975,0.0206493,0.0158591,0,0.00797762,0.0596779,0.0137202,0.012516,0.0203999,0.0255034,0.00803696,0.0154019,0.0114449,0.00744767,0.0128129,0.0187417,0.0129258
459,0.0290808,0.0189361,0.0380057,0.0103594,0.0324871,0.00670521,0.0195414,0.0122201,0.0182953,0.0214324,0.0340284,0.0161868,0.0102356,0,0.0269584,0.0729942,0.0201189,0.0240299,0.0225226,0.0111636,0.0195536,0.0139432,0.0180946,0.0178863,0.0130743,0.022566,0.012873,0.00707769,0.0256146,0.0228425,0.00797451,0.0227406,0.0175827,0.00820798,0.0109328,0.0137199,0.0277808,0.0209155,0.0156034,0,0.00785162,0.0597195,0.0137644,0.0125551,0.0205213,0.0257593,0.00817843,0.0156121,0.0116985,0.00765679,0.0127209,0.0187527,0.0128862
460,0.0290395,0.0191192,0.038102,0.010348,0.0323871,0.00698285,0.0194428,0.0123223,0.0184076,0.0216736,0.0342657,0.0164216,0.010102,0,0.0272774,0.0729312,0.0202948,0.0241984,0.0226996,0.011287,0.0194681,0.0139484,0.0179888,0.0178396,0.0130594,0.0227152,0.0131534,0.0071115,0.0258923,0.0228138,0.00797923,0.0227544,0.0177006,0.00824882,0.0110682,0.0135375,0.027953,0.0211797,0.015414,0,0.00773396,0.0597617,0.0137873,0.0125675,0.0206434,0.0259206,0.00831572,0.0158597,0.0119735,0.00790153,0.0126059,0.0187554,0.0128344
461,0.0290788,0.0193457,0.038286,0.0102149,0.03235,0.00731789,0.0193598,0.0123005,0.0185466,0.0219352,0.0345407,0.0166805,0.0100502,0,0.0276375,0.0728856,0.0205143,0.0244031,0.0229147,0.011417,0.0192696,0.0140221,0.0179408,0.0178491,0.0131219,0.022905,0.0134814,0.00709445,0.0261627,0.0227869,0.00798131,0.0227656,0.0179129,0.00828788,0.0112057,0.0132992,0.0281143,0.0214424,0.0152935,0,0.00762335,0.059805,0.0137876,0.012553,0.0207661,0.0259893,0.00845359,0.0161447,0.0122704,0.00818392,0.0124664,0.0187506,0.0127696
462,0.0291094,0.0195619,0.0384556,0.010114,0.0323087,0.00764425,0.0192749,0.0123071,0.0186765,0.0221935,0.0348022,0.0169323,0.0099803,0,0.0279891,0.0728346,0.0207197,0.0245936,0.0231166,0.0115263,0.0190949,0.0140932,0.0178891,0.0178557,0.0131811,0.0230811,0.0138021,0.00709214,0.0264239,0.0227662,0.00798648,0.0227881,0.0181058,0.00833206,0.0113392,0.0130603,0.0282722,0.0216973,0.0151577,0,0.00752236,0.0598464,0.0137913,0.0125404,0.0208837,0.0260804,0.00859331,0.0164264,0.0125642,0.00846222,0.0123296,0.0187583,0.0127098
463,0.0290204,0.019702,0.0384909,0.0102209,0.0321768,0.00788472,0.0191638,0.0125203,0.0187533,0.0224189,0.0349878,0.0171394,0.0097783,0,0.0282705,0.0727498,0.020843,0.0247106,0.0232435,0.0115795,0.0191033,0.0140742,0.0177566,0.0177862,0.0131373,0.0231783,0.0140505,0.00717617,0.0266736,0.0227561,0.00800091,0.0228368,0.0181496,0.0083892,0.011462,0.0128882,0.0284345,0.0219378,0.0148994,0,0.00743605,0.0598802,0.0138295,0.0125656,0.020989,0.0263228,0.00872597,0.0166552,0.0128223,0.00868348,0.0122293,0.0188013,0.0126757
464,0.0289201,0.0198297,0.0385121,0.0103571,0.0320361,0.00811574,0.0190502,0.012762,0.0188195,0.0226396,0.0351585,0.0173381,0.00956305,0,0.0285408,0.0726596,0.0209518,0.0248133,0.0233561,0.0116166,0.0191369,0.0140503,0.0176178,0.0177114,0.0130868,0.0232614,0.0142902,0.00727507,0.0269149,0.0227529,0.00802388,0.0228965,0.0181781,0.00845623,0.0115818,0.012718,0.0285936,0.0221718,0.0146219,0,0.00736137,0.0599107,0.0138716,0.0125942,0.0210904,0.0265842,0.00885544,0.0168795,0.0130749,0.00889862,0.0121338,0.0188565,0.0126497
465,0.028903,0.0200005,0.0386211,0.0103728,0.0319599,0.00840281,0.0189519,0.0128795,0.018913,0.0228799,0.035367,0.0175599,0.00942747,0,0.0288511,0.0725877,0.0211034,0.0249516,0.0235067,0.0116747,0.0190579,0.0140967,0.0175389,0.0176942,0.0131159,0.0233852,0.0145761,0.00732284,0.0271498,0.0227502,0.00804176,0.0229551,0.0182982,0.00851893,0.0117041,0.0124924,0.0287418,0.0224055,0.0144153,0,0.00729437,0.0599427,0.0138905,0.0125948,0.0211944,0.0267546,0.00899013,0.0171407,0.0133492,0.00915262,0.0120139,0.0189049,0.0126098
466,0.0289712,0.0202143,0.0388176,0.0102708,0.0319521,0.00874611,0.0188693,0.0128728,0.0190352,0.023139,0.0356135,0.0178052,0.00936791,0,0.0292023,0.0725351,0.021298,0.0251257,0.0236958,0.0117601,0.0188656,0.014215,0.0175227,0.017736,0.0132263,0.0235497,0.0149089,0.00731911,0.0273789,0.022748,0.00805005,0.0230126,0.0185064,0.0085725,0.0118286,0.0122105,0.0288798,0.0226401,0.0142828,0,0.00723393,0.0599765,0.0138859,0.0125668,0.0213005,0.0268355,0.0091348,0.0174386,0.013646,0.00944778,0.0118687,0.0189462,0.0125535
467,0.0290314,0.0204162,0.0390002,0.0102008,0.0319396,0.00907954,0.0187848,0.0128939,0.0191482,0.0233935,0.0358451,0.018042,0.00929258,0,0.0295422,0.0724779,0.021478,0.0252857,0.0238709,0.0118454,0.0186978,0.0143301,0.0175031,0.0177751,0.0133322,0.0236997,0.0152324,0.0073295,0.0275993,0.022752,0.00806291,0.0230807,0.0186957,0.00863159,0.0119494,0.0119306,0.0290141,0.0228692,0.0141343,0,0.0071833,0.0600077,0.0138844,0.012541,0.0214025,0.026937,0.00928275,0.0177316,0.013938,0.00973952,0.0117271,0.0189985,0.0125035
